campaign_name,adset_name,ad_name,date_start,hourly_window,channel,spend,shopify_orders,shopify_revenue,shopify_cogs,total_sku_quantity,utm_source,utm_medium,utm_campaign,utm_content,utm_term,order_ids
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,07:00:00 - 07:59:59,,256.2,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,07:00:00 - 07:59:59,,5.35,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,07:00:00 - 07:59:59,,2.56,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,07:00:00 - 07:59:59,,113.61,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,07:00:00 - 07:59:59,,0.0,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,07:00:00 - 07:59:59,,138.79,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,07:00:00 - 07:59:59,,31.44,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,07:00:00 - 07:59:59,,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,07:00:00 - 07:59:59,,71.04,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,07:00:00 - 07:59:59,,15.91,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,07:00:00 - 07:59:59,,9.27,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,07:00:00 - 07:59:59,,15.16,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,07:00:00 - 07:59:59,,13.3,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,07:00:00 - 07:59:59,,0.64,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,07:00:00 - 07:59:59,,120.17,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,07:00:00 - 07:59:59,,1.43,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,Meta,161.76,1.0,2999.0,1339.0,1.0,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,08:00:00 - 08:59:59,Meta,243.5,1.0,1099.0,397.0,1.0,ig,120218303994450783,120219313253170783,120220327473500783,120219313253170783,gid://shopify/Order/6337018429529
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,28.95,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,08:00:00 - 08:59:59,,4.37,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,23.23,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,51.72,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,80.32,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,,27.97,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,164.24,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,0.0,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,08:00:00 - 08:59:59,,300.3,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,08:00:00 - 08:59:59,,26.85,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,08:00:00 - 08:59:59,,9.16,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,67.02,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,08:00:00 - 08:59:59,,5.31,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,,39.15,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,,59.78,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,08:00:00 - 08:59:59,,38.84,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,17.94,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,08:00:00 - 08:59:59,,31.99,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,,154.13,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,08:00:00 - 08:59:59,,2.29,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,,111.79,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,08:00:00 - 08:59:59,,35.37,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,,219.77,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,08:00:00 - 08:59:59,,28.05,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,08:00:00 - 08:59:59,,6.86,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,61.27,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,08:00:00 - 08:59:59,,190.04,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,,32.24,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,08:00:00 - 08:59:59,,23.05,0.0,0.0,0.0,0.0,,,,,,
Unknown Campaign - Direct/Unknown,Unknown Adset - Direct/Unknown,Unknown Ad - Direct/Unknown,2025-07-01,09:00:00 - 09:59:59,Direct/Unknown,0.0,1.0,1799.0,540.0,1.0,,,,,,gid://shopify/Order/6337075478617
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,09:00:00 - 09:59:59,Meta,88.26,1.0,1599.0,582.0,1.0,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,gid://shopify/Order/6337074495577
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,09:00:00 - 09:59:59,,249.09,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,09:00:00 - 09:59:59,,26.84,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,99.89,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,09:00:00 - 09:59:59,,13.65,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,167.79,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,89.53,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,189.75,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,11.49,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,54.44,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,114.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,53.6,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,30.47,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,111.75,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,23.12,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,09:00:00 - 09:59:59,,94.84,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,109.68,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,55.46,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,09:00:00 - 09:59:59,,192.58,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,63.23,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,80.28,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,09:00:00 - 09:59:59,,60.11,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,101.28,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,09:00:00 - 09:59:59,,545.09,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,09:00:00 - 09:59:59,,9.99,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,97.6,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,09:00:00 - 09:59:59,,6.58,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,09:00:00 - 09:59:59,,21.66,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,09:00:00 - 09:59:59,,31.12,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,09:00:00 - 09:59:59,,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,09:00:00 - 09:59:59,,10.23,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,Meta,68.0,1.0,2199.0,826.0,1.0,fb,120226594464060783,120226595001650783,120226595001660783,120226595001650783,gid://shopify/Order/6337161855065
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,10:00:00 - 10:59:59,Meta,108.73,1.0,1999.0,751.0,1.0,ig,120226643827580783,120226643827590783,120226643827600783,120226643827590783,gid://shopify/Order/6337140785241
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,10:00:00 - 10:59:59,Meta,181.85,2.0,1598.0,422.0,2.0,ig,120221341262910783,120221343090860783,120221343090860783,120221341262900783,"gid://shopify/Order/6337131642969, gid://shopify/Order/6337140949081"
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,34.12,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,109.58,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,30.33,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,254.67,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,47.1,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,10:00:00 - 10:59:59,,35.08,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,10:00:00 - 10:59:59,,59.38,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,10:00:00 - 10:59:59,,19.71,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,136.07,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,99.16,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,34.24,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,99.02,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,103.07,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,63.92,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,134.37,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,138.07,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,10:00:00 - 10:59:59,,12.63,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,45.25,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,88.94,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,10:00:00 - 10:59:59,,93.53,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,10:00:00 - 10:59:59,,252.27,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,10:00:00 - 10:59:59,,761.09,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,10:00:00 - 10:59:59,,16.42,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,10:00:00 - 10:59:59,,15.18,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,10:00:00 - 10:59:59,,115.68,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,16.84,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,10:00:00 - 10:59:59,,12.85,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,63.53,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,10:00:00 - 10:59:59,,161.25,0.0,0.0,0.0,0.0,,,,,,
Unknown Campaign - Direct/Unknown,Unknown Adset - Direct/Unknown,Unknown Ad - Direct/Unknown,2025-07-01,11:00:00 - 11:59:59,Direct/Unknown,0.0,1.0,2099.0,788.0,1.0,,,,,,gid://shopify/Order/6337173356633
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,Direct/Unknown,91.4,1.0,549.0,196.0,1.0,,paid,120225742159220783,120225742896290783,120225742896310783,gid://shopify/Order/6337189904473
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,24.49,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,11:00:00 - 11:59:59,,28.66,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,11:00:00 - 11:59:59,,7.05,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,302.07,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,88.18,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,166.1,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,11:00:00 - 11:59:59,,14.27,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,77.23,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,11:00:00 - 11:59:59,,155.23,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,11:00:00 - 11:59:59,,37.96,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,11:00:00 - 11:59:59,,6.07,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,11:00:00 - 11:59:59,,6.27,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,11:00:00 - 11:59:59,,17.68,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,94.2,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,17.88,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,99.66,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,11:00:00 - 11:59:59,,22.4,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,259.11,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,11:00:00 - 11:59:59,,268.29,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,27.66,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,117.81,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,10.66,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – HARDSCALE,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,61.0,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,11:00:00 - 11:59:59,,404.05,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,11:00:00 - 11:59:59,,8.66,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,269.73,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,11:00:00 - 11:59:59,,15.99,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,11:00:00 - 11:59:59,,26.06,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,11:00:00 - 11:59:59,,5.71,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,59.24,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,247.57,0.0,0.0,0.0,0.0,,,,,,
