campaign_name,adset_name,ad_name,date_start,hourly_window,channel,impressions,clicks,spend,shopify_orders,shopify_revenue,shopify_cogs,total_sku_quantity,utm_source,utm_medium,utm_campaign,utm_content,utm_term,order_ids
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,421,11,117.81,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,80,2,10.66,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – HARDSCALE,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,123,1,61.0,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,11:00:00 - 11:59:59,,983,12,404.05,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,11:00:00 - 11:59:59,,61,1,8.66,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,1407,11,269.73,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,11:00:00 - 11:59:59,,80,1,15.99,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,11:00:00 - 11:59:59,,37,0,26.06,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,11:00:00 - 11:59:59,,11,1,5.71,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,291,2,59.24,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,188,3,247.57,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,13,1,6.43,0.0,0.0,0.0,0.0,,,,,,
TH-072-AEROPOD,ICP Pet Parent,TH-072-AEROPOD_ET113_IM253,2025-07-01,11:00:00 - 11:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,11:00:00 - 11:59:59,,12,1,2.71,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,Meta,88,1,17.84,2.0,4897.0,1762.0,3.0,ig,120226594464060783,120226594464070783,120226594464050783,120226594464070783,"gid://shopify/Order/6337227194457, gid://shopify/Order/6337257078873"
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,Meta,53,0,22.39,1.0,1799.0,682.0,1.0,fb,120226390275250783,120226390275240783,120226390275260783,120226390275240783,gid://shopify/Order/6337256292441
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,12:00:00 - 12:59:59,,1195,13,493.62,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,,760,6,153.86,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,12:00:00 - 12:59:59,,14,0,7.03,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,57,0,10.21,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,12:00:00 - 12:59:59,,980,20,224.26,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – HARDSCALE,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,,127,0,26.17,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,563,7,218.97,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,12:00:00 - 12:59:59,,3,0,1.13,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,25,0,25.55,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,930,22,219.68,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,12:00:00 - 12:59:59,,32,0,5.68,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,,83,2,13.05,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,12:00:00 - 12:59:59,,1,0,0.1,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,,134,3,42.75,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,138,1,20.64,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,12:00:00 - 12:59:59,,30,2,7.59,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,12:00:00 - 12:59:59,,454,8,144.99,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,192,3,49.99,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,157,4,157.64,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,12:00:00 - 12:59:59,,58,5,23.34,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,12:00:00 - 12:59:59,,15,0,2.81,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,2025-07-01,12:00:00 - 12:59:59,,3,0,1.61,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,12:00:00 - 12:59:59,,12,2,7.1,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,12:00:00 - 12:59:59,,4,0,0.5,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,12:00:00 - 12:59:59,,27,0,9.69,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,2025-07-01,12:00:00 - 12:59:59,,3,0,1.25,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,12:00:00 - 12:59:59,,32,1,9.91,0.0,0.0,0.0,0.0,,,,,,
Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,2025-07-01,13:00:00 - 13:59:59,Meta,0,0,0.0,1.0,1799.0,682.0,1.0,facebook,paid,,Facebook_UA,,gid://shopify/Order/6337309540441
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,7,0,0.5,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,13:00:00 - 13:59:59,,157,0,60.59,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,13:00:00 - 13:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,2025-07-01,13:00:00 - 13:59:59,,28,0,9.93,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,2025-07-01,13:00:00 - 13:59:59,,232,4,117.2,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,13:00:00 - 13:59:59,,119,1,61.74,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,13:00:00 - 13:59:59,,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,2674,31,401.73,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,404,4,145.07,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,126,1,39.07,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,2025-07-01,13:00:00 - 13:59:59,,36,1,16.27,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,13:00:00 - 13:59:59,,986,12,410.8,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,1012,17,159.6,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,13:00:00 - 13:59:59,,99,3,43.4,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,13:00:00 - 13:59:59,,478,6,72.59,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,13:00:00 - 13:59:59,,241,5,55.42,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,3912,50,618.88,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,13:00:00 - 13:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,13:00:00 - 13:59:59,,20,1,14.93,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,13:00:00 - 13:59:59,,399,2,160.03,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,13:00:00 - 13:59:59,,415,6,67.67,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,Grooming Conscious Females,TH-038-PAWTR_ET108_ET129,2025-07-01,13:00:00 - 13:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,13:00:00 - 13:59:59,,299,7,69.6,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,13:00:00 - 13:59:59,,209,7,59.43,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,66,1,40.72,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,2025-07-01,13:00:00 - 13:59:59,,37,2,27.59,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,13:00:00 - 13:59:59,,780,8,188.29,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,109,1,30.99,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,13:00:00 - 13:59:59,,412,6,79.87,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,13:00:00 - 13:59:59,,253,2,52.86,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,13:00:00 - 13:59:59,,23,0,23.22,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,2,0,1.26,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,13:00:00 - 13:59:59,,15,0,12.84,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,13:00:00 - 13:59:59,,17,0,29.59,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,65,5,43.04,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,13:00:00 - 13:59:59,,118,3,113.08,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,513,5,93.64,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,2025-07-01,14:00:00 - 14:59:59,,24,0,8.56,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,14:00:00 - 14:59:59,,40,2,11.33,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,14:00:00 - 14:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,14:00:00 - 14:59:59,,181,4,89.01,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,2025-07-01,14:00:00 - 14:59:59,,29,1,13.54,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,14:00:00 - 14:59:59,,20,0,16.62,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,14:00:00 - 14:59:59,,130,2,63.67,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,1714,20,327.82,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,629,11,71.83,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,111,4,101.91,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,2025-07-01,14:00:00 - 14:59:59,,32,3,13.8,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,14:00:00 - 14:59:59,,11,0,11.13,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,14:00:00 - 14:59:59,,166,4,32.17,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,2025-07-01,14:00:00 - 14:59:59,,190,9,87.18,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,988,12,138.38,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,14:00:00 - 14:59:59,,526,6,170.78,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,ICP Pet Parent,TH-073-SMARTSIP_VP048_ET122,2025-07-01,14:00:00 - 14:59:59,,172,1,31.58,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,14:00:00 - 14:59:59,,797,12,377.29,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,14:00:00 - 14:59:59,,144,6,37.07,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – HARDSCALE,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,348,6,141.84,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,98,1,32.29,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,109,1,55.67,0.0,0.0,0.0,0.0,,,,,,
TH-072-AEROPOD,Urban Pet Parents,TH-072-AEROPOD_ET113_IM253,2025-07-01,14:00:00 - 14:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,14:00:00 - 14:59:59,,905,12,144.23,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,14:00:00 - 14:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,2025-07-01,14:00:00 - 14:59:59,,297,1,22.88,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,14:00:00 - 14:59:59,,869,10,182.43,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,1392,26,322.39,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,14:00:00 - 14:59:59,,381,8,53.41,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,187,4,137.88,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,14:00:00 - 14:59:59,,123,1,39.67,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,14:00:00 - 14:59:59,,230,5,39.45,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,2025-07-01,14:00:00 - 14:59:59,,63,1,47.53,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,14:00:00 - 14:59:59,,179,6,40.07,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,14:00:00 - 14:59:59,,29,0,19.65,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,14:00:00 - 14:59:59,,786,14,113.47,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,14:00:00 - 14:59:59,,6,0,4.18,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,ICP Pet Parent,TH-073-SMARTSIP_VP048_ET122,2025-07-01,15:00:00 - 15:59:59,Meta,530,14,94.06,1.0,2099.0,1121.0,1.0,ig,120226153793680783,120226156066990783,120226156067010783,120226156066990783,gid://shopify/Order/6337381302361
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,15:00:00 - 15:59:59,,193,4,91.52,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,15:00:00 - 15:59:59,,159,9,50.16,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,84,1,75.99,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,15:00:00 - 15:59:59,,467,4,141.74,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,2025-07-01,15:00:00 - 15:59:59,,547,7,44.25,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,803,6,69.68,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,1072,24,146.64,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,15:00:00 - 15:59:59,,16,0,8.5,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,2025-07-01,15:00:00 - 15:59:59,,51,0,10.36,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,15:00:00 - 15:59:59,,9,0,1.22,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,15:00:00 - 15:59:59,,146,7,58.47,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,714,13,104.1,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,15:00:00 - 15:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,15:00:00 - 15:59:59,,154,8,40.98,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,789,14,99.99,0.0,0.0,0.0,0.0,,,,,,
